faixa_etaria,sexo,cor_raca,situacao_ensino,presenca,quantidade
66-70,Feminino,Branca,Cursando,Presente,8
66-70,Feminino,Branca,Evasão,Eliminado,4
66-70,Feminino,Branca,Evasão,Presente,1
66-70,Feminino,Indígena,Concluiu,Eliminado,9
66-70,Feminino,Indígena,Concluiu,Presente,2
66-70,Feminino,Indígena,Cursando,Eliminado,3
66-70,Feminino,Não declarado,Concluiu,Eliminado,17
66-70,Feminino,Não declarado,Concluiu,Presente,6
66-70,Feminino,Não declarado,Cursando,Eliminado,2
66-70,Feminino,Não declarado,Cursando,Presente,1
66-70,Feminino,Parda,Concluiu,Eliminado,325
66-70,Feminino,Parda,Concluiu,Presente,137
66-70,Feminino,Parda,Cursando,Eliminado,12
66-70,Feminino,Parda,Cursando,Presente,6
66-70,Feminino,Parda,Evasão,Eliminado,6
66-70,Feminino,Parda,Evasão,Presente,2
66-70,Feminino,Preta,Concluiu,Eliminado,145
66-70,Feminino,Preta,Concluiu,Presente,57
66-70,Feminino,Preta,Cursando,Eliminado,4
66-70,Feminino,Preta,Cursando,Presente,3
66-70,Feminino,Preta,Evasão,Eliminado,1
66-70,Masculino,Amarela,Concluiu,Eliminado,8
66-70,Masculino,Amarela,Concluiu,Presente,3
66-70,Masculino,Amarela,Evasão,Eliminado,1
66-70,Masculino,Branca,Concluiu,Eliminado,372
66-70,Masculino,Branca,Concluiu,Presente,189
66-70,Masculino,Branca,Cursando,Eliminado,12
66-70,Masculino,Branca,Cursando,Presente,4
66-70,Masculino,Branca,Evasão,Eliminado,3
66-70,Masculino,Branca,Evasão,Presente,3
66-70,Masculino,Indígena,Concluiu,Eliminado,4
66-70,Masculino,Indígena,Concluiu,Presente,3
66-70,Masculino,Indígena,Cursando,Eliminado,1
66-70,Masculino,Não declarado,Concluiu,Eliminado,19
66-70,Masculino,Não declarado,Concluiu,Presente,6
66-70,Masculino,Não declarado,Cursando,Eliminado,2
66-70,Masculino,Parda,Concluiu,Eliminado,352
66-70,Masculino,Parda,Concluiu,Presente,205
66-70,Masculino,Parda,Cursando,Eliminado,6
66-70,Masculino,Parda,Cursando,Presente,2
66-70,Masculino,Parda,Evasão,Eliminado,5
66-70,Masculino,Preta,Concluiu,Eliminado,144
66-70,Masculino,Preta,Concluiu,Presente,77
66-70,Masculino,Preta,Cursando,Eliminado,8
66-70,Masculino,Preta,Cursando,Presente,2
>70,Feminino,Amarela,Concluiu,Eliminado,1
>70,Feminino,Amarela,Concluiu,Presente,1
>70,Feminino,Branca,Concluiu,Eliminado,110
>70,Feminino,Branca,Concluiu,Presente,46
>70,Feminino,Branca,Cursando,Eliminado,10
>70,Feminino,Branca,Cursando,Presente,2
>70,Feminino,Branca,Evasão,Eliminado,3
>70,Feminino,Branca,Evasão,Presente,1
>70,Feminino,Indígena,Concluiu,Presente,2
>70,Feminino,Não declarado,Concluiu,Eliminado,8
>70,Feminino,Parda,Concluiu,Eliminado,88
>70,Feminino,Parda,Concluiu,Presente,31
>70,Feminino,Parda,Cursando,Eliminado,10
>70,Feminino,Parda,Evasão,Eliminado,2
>70,Feminino,Preta,Concluiu,Eliminado,50
>70,Feminino,Preta,Concluiu,Presente,13
>70,Feminino,Preta,Cursando,Eliminado,3
>70,Feminino,Preta,Cursando,Presente,1
>70,Feminino,Preta,Evasão,Presente,1
>70,Masculino,Amarela,Concluiu,Eliminado,3
>70,Masculino,Amarela,Cursando,Presente,1
>70,Masculino,Branca,Concluiu,Eliminado,152
>70,Masculino,Branca,Concluiu,Presente,89
>70,Masculino,Branca,Cursando,Eliminado,2
>70,Masculino,Branca,Cursando,Presente,1
>70,Masculino,Branca,Evasão,Presente,1
>70,Masculino,Indígena,Concluiu,Eliminado,1
>70,Masculino,Indígena,Concluiu,Presente,2
>70,Masculino,Não declarado,Concluiu,Eliminado,4
>70,Masculino,Não declarado,Concluiu,Presente,4
>70,Masculino,Parda,Concluiu,Eliminado,118
>70,Masculino,Parda,Concluiu,Presente,60
>70,Masculino,Parda,Cursando,Eliminado,7
>70,Masculino,Parda,Cursando,Presente,2
>70,Masculino,Parda,Evasão,Eliminado,1
>70,Masculino,Parda,Evasão,Presente,1
>70,Masculino,Preta,Concluiu,Eliminado,66
>70,Masculino,Preta,Concluiu,Presente,27
>70,Masculino,Preta,Cursando,Eliminado,2
>70,Masculino,Preta,Cursando,Presente,3
>70,Masculino,Preta,Evasão,Eliminado,1
